id,entrada_canonica,variantes,grafias_alternativas,tipo_de_entrada,tipo_morfologico,origem,forma_original,transliteracao,significado_nuclear,significados_contextuais,significado_literal,definicao_medica,categoria_semantica,sistema,subarea,disciplinas,produtividade,frequencia_curricular,transferibilidade,risco_de_confusao,prioridade,nivel,exemplos,termos_de_inferencia,contrastes,sinonimos,falsos_amigos,equivalente_grego,equivalente_latino,equivalente_ingles,explicacao_leiga,limites_etimologicos,fonte,confianca,status_validacao,destino_pedagogico,nota_que_cobre,gera_card,direcao_do_card,numero_de_cards,conceito_complementar,id_anki,tags,observacoes
etim-v2-rai-metr-o,metr/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,útero ou medida,,útero ou medida,,raiz,reprodutor_obstetricia,,reprodutor;obstetricia,3,2,2,1,22,nucleo,metrorragia,,,,,,,,útero ou medida,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-metr-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-metr-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-menstru-o,menstru/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,menstruação,,menstruação,,raiz,reprodutor_obstetricia,,reprodutor;obstetricia,3,2,2,0,20,nucleo,menstrual,,,,,,,,menstruação,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-menstru-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-menstru-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-gest-o,gest/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,gestação,,gestação,,raiz,reprodutor_obstetricia,,reprodutor;obstetricia,3,2,2,0,20,nucleo,gestacional,,,,,,,,gestação,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-gest-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-gest-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-gravid-o,gravid/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,gravidez,,gravidez,,raiz,reprodutor_obstetricia,,reprodutor;obstetricia,3,2,2,0,20,nucleo,multigrávida,,,,,,,,gravidez,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-gravid-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-gravid-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-placent-o,placent/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,placenta,,placenta,,raiz,reprodutor_obstetricia,,reprodutor;obstetricia,3,2,2,0,20,nucleo,placentário,,,,,,,,placenta,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-placent-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-placent-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-amni-o,amni/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,âmnio,,âmnio,,raiz,reprodutor_obstetricia,,reprodutor;obstetricia,3,2,2,0,20,nucleo,amniocentese,,,,,,,,âmnio,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-amni-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-amni-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-chori-o,chori/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,cório,,cório,,raiz,reprodutor_obstetricia,,reprodutor;obstetricia,3,2,2,0,20,nucleo,coriônico,,,,,,,,cório,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-chori-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-chori-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-lact-o,lact/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,leite,,leite,,raiz,reprodutor_obstetricia,,reprodutor;obstetricia,3,2,2,0,20,nucleo,lactação,,,,,,,,leite,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-lact-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-lact-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-galact-o,galact/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,leite,,leite,,raiz,reprodutor_obstetricia,,reprodutor;obstetricia,3,2,2,0,20,nucleo,galactorreia,,,,,,,,leite,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-galact-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-galact-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-toc-o,toc/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,parto,,parto,,raiz,reprodutor_obstetricia,,reprodutor;obstetricia,3,2,2,0,20,nucleo,tocologia,,,,,,,,parto,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-toc-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-toc-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-part-o,part/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,parto,,parto,,raiz,reprodutor_obstetricia,,reprodutor;obstetricia,3,2,2,0,20,nucleo,multípara,,,,,,,,parto,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-part-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-part-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-puerper-o,puerper/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,puerpério,,puerpério,,raiz,reprodutor_obstetricia,,reprodutor;obstetricia,3,2,2,0,20,nucleo,puerperal,,,,,,,,puerpério,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-puerper-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-puerper-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-derm-o,derm/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,pele,,pele,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,0,23,nucleo,dermatologia,,,,,,,,pele,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-derm-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-derm-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-dermat-o,dermat/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,pele,,pele,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,0,23,nucleo,dermatite,,,,,,,,pele,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-dermat-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-dermat-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-cutane-o,cutane/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,pele,,pele,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,0,23,nucleo,subcutâneo,,,,,,,,pele,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-cutane-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-cutane-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-tric-o,tric/o,trich/o,trich/o,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,cabelo,,cabelo,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,0,23,nucleo,tricotilomania,,,,,,,,cabelo,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-tric-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-tric-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-pil-o,pil/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,pelo,,pelo,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,0,23,nucleo,piloereção,,,,,,,,pelo,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-pil-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-pil-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-onic-o,onic/o,onych/o,onych/o,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,unha,,unha,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,0,23,nucleo,onicomicose,,,,,,,,unha,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-onic-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-onic-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-hidr-o,hidr/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,suor ou água,,suor ou água,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,1,25,nucleo,hiperidrose,,,,,,,,suor ou água,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-hidr-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-hidr-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-sudor-o,sudor/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,suor,,suor,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,0,23,nucleo,sudoríparo,,,,,,,,suor,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-sudor-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-sudor-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-seb-o,seb/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,sebo,,sebo,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,0,23,nucleo,seborreia,,,,,,,,sebo,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-seb-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-seb-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-melan-o,melan/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,preto ou melanina,,preto ou melanina,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,1,25,nucleo,melanócito,,,,,,,,preto ou melanina,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-melan-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-melan-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-epiderm-o,epiderm/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,epiderme,,epiderme,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,0,23,nucleo,epidérmico,,,,,,,,epiderme,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-epiderm-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-epiderm-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-hypoderm-o,hypoderm/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,hipoderme,,hipoderme,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,0,23,nucleo,hipodérmico,,,,,,,,hipoderme,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-hypoderm-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-hypoderm-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-follicul-o,follicul/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,folículo,,folículo,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,0,23,nucleo,foliculite,,,,,,,,folículo,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-follicul-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-follicul-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-ungue-o,ungue/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,unha,,unha,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,0,23,nucleo,ungueal,,,,,,,,unha,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-ungue-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-ungue-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-squam-o,squam/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,escama,,escama,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,0,23,nucleo,escamoso,,,,,,,,escama,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-squam-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-squam-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-xer-o,xer/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,seco,,seco,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,0,23,nucleo,xerose,,,,,,,,seco,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-xer-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-xer-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-erythem-o,erythem/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,vermelhidão,,vermelhidão,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,0,23,nucleo,eritema,,,,,,,,vermelhidão,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-erythem-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-erythem-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-prurit-o,prurit/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,coceira,,coceira,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,0,23,nucleo,prurido,,,,,,,,coceira,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-prurit-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-prurit-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-imun-o,imun/o,immun/o,immun/o,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,imunidade,,imunidade,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,0,23,nucleo,imunologia,,,,,,,,imunidade,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-imun-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-imun-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-linf-o,linf/o,lymph/o,lymph/o,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,linfa,,linfa,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,0,23,nucleo,linfócito,,,,,,,,linfa,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-linf-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-linf-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-esplen-o,esplen/o,splen/o,splen/o,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,baço,,baço,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,0,23,nucleo,esplenomegalia,,,,,,,,baço,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-esplen-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-esplen-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-fag-o,fag/o,phag/o,phag/o,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,ingerir,,ingerir,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,0,23,nucleo,fagocitose,,,,,,,,ingerir,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-fag-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-fag-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-antigen-o,antigen/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,antígeno,,antígeno,,raiz,pele_imune_micro,,pele;imune;micro,3,3,2,0,23,nucleo,antigênico,,,,,,,,antígeno,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-antigen-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-antigen-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
